date,pm25,pm10,o3,no2,so2,co,pm25_aqi,pm10_aqi,o3_aqi,no2_aqi,so2_aqi,co_aqi,overall_aqi,PRECTOTCORR
21-09-18,102,44,10,18,10,12,239,44,10,22,12,228,239,2.32
22-09-18,66,49,6,17,10,12,118,49,6,21,12,228,228,15.93
23-09-18,93,38,6,24,10,15,208,38,6,30,12,271,271,12.08
24-09-18,83,40,5,28,10,21,176,40,5,35,12,324,324,36.59
25-09-18,72,146,15,45,10,17,139,131,15,56,12,300,300,2.65
26-09-18,121,223,12,52,12,31,301,182,12,65,15,382,382,0
27-09-18,172,373,13,64,11,30,340,329,13,80,14,377,377,0
28-09-18,188,283,15,52,11,23,352,233,15,65,14,336,352,0
29-09-18,203,124,12,46,10,21,364,116,12,57,12,324,364,0
30-09-18,146,126,15,53,11,23,320,118,15,66,14,336,336,0
01-10-18,146.5,152.5,15,57,11.5,33.5,320.5,135.5,15,71,14.5,399.5,399.5,0
02-10-18,147,179,15,61,12,44,321,153,15,76,15,463,463,0
03-10-18,158,182.83333333333334,20.166666666666668,56.666666666666664,11.666666666666666,41.833333333333336,329.5,155.5,20.166666666666668,70.66666666666667,14.5,449.5,449.5,0.08
04-10-18,169,186.66666666666666,25.333333333333336,52.333333333333336,11.333333333333334,39.666666666666664,338,158,25.333333333333336,65.33333333333333,14,436,436,0.02
05-10-18,180,190.5,30.5,48,11,37.5,346.5,160.5,30.5,60,13.5,422.5,422.5,0.52
06-10-18,191,194.33333333333334,35.66666666666667,43.66666666666667,10.666666666666666,35.333333333333336,355,163,35.66666666666667,54.66666666666667,13,409,409,0.14
07-10-18,202,198.16666666666666,40.833333333333336,39.333333333333336,10.333333333333334,33.16666666666667,363.5,165.5,40.833333333333336,49.333333333333336,12.5,395.5,395.5,0.2
08-10-18,213,202,46,35,10,31,372,168,46,44,12,382,382,0
09-10-18,176,224,31,38,10,34,343,183,31,48,12,400,400,0
10-10-18,180,158,35,23,10,17,346,139,35,29,12,300,346,0
11-10-18,142,146,35,42,10,18,317,131,35,52,12,306,317,1.67
12-10-18,154,322,12,59,10,24,326,272,12,74,12,341,341,0.17
13-10-18,258,190,12,65,10,24,402,160,12,81,12,341,402,0
14-10-18,173,258,25,67,10,25,341,208,25,84,12,347,347,0
15-10-18,200,424,85,68,9,32,362,392,85,85,11,388,392,0
16-10-18,232,371,66,61,11,29,386,326,66,76,14,371,386,0
17-10-18,227,293,93,53,11,32,382,243,93,66,14,388,388,0
18-10-18,232,322,89,59,10,29,386,272,89,74,12,371,386,0
19-10-18,230,323,21,54,10,25,385,273,21,67,12,347,385,0
20-10-18,269,285,26,52,10,26,403,235,26,65,12,353,403,0
21-10-18,242,243,18,55,10,24,394,195,18,69,12,341,394,0.12
22-10-18,203,330,21,63,11,31,364,280,21,79,14,382,382,0
23-10-18,218,482,93,73,10,32,375,410,93,91,12,388,410,0
24-10-18,274,371,93,73,13,24,404,326,93,91,16,341,404,0
25-10-18,252,517,37,79,13,33,401,416,37,99,16,394,416,0
26-10-18,322,550,17,88,13,46,410,422,17,108,16,475,475,0
27-10-18,320,461,11,70,7,35,410,406,11,87,9,407,410,0
28-10-18,313,564,14,89,7,49,409,424,14,109,9,494,494,0
29-10-18,353.5,544,14.5,78,5.5,43,414.5,420.5,14.5,96.5,7,456.5,457,0
30-10-18,394,524,15,67,4,37,420,417,15,84,5,419,420,0
31-10-18,300,557,12,75,8,43,407,423,12,94,10,456,456,0
01-11-18,350,295,17,60,5,20,414,245,17,75,6,318,414,0
02-11-18,274,195,12,39,6,20,404,163,12,49,8,318,404,0
03-11-18,223,126,12,36,10,18,379,118,12,45,12,306,379,0.04
04-11-18,171,516,6,58,10,33,339,416,6,72,12,394,416,0.16
05-11-18,464,256,12,50,9,19,429,206,12,62,11,312,429,0
06-11-18,263,275,18,55,9,27,403,225,18,69,11,359,403,0
07-11-18,262,752,10,84,13,41,402,457,10,104,16,444,457,0
08-11-18,527,593,13,101,9,45,438,429,13,121,11,469,469,0
09-11-18,453,527,20,100,8,44,428,418,20,120,10,463,463,0
10-11-18,404,468,16,96,10,39,421,407,16,116,12,432,432,0
11-11-18,379,504,12,75,13,36,418,414,12,94,16,413,418,0
12-11-18,388,469,10,70,8,30,419,408,10,87,10,377,419,0
13-11-18,380,188,20,56,10,22,418,159,20,70,12,330,418,0
14-11-18,232,132,46,47,11,18,386,122,46,59,14,306,386,2.18
15-11-18,181,191,15,53,8,20,347,161,15,66,10,318,347,0.14
16-11-18,211,273,13,65,3,33,370,223,13,81,4,394,394,0
17-11-18,233,336,23,60,4,35,387,286,23,75,5,407,407,0
18-11-18,268,216,29,39,1,32,403,177,29,49,1,388,403,0
19-11-18,274,343,20,71,4,41,404,293,20,89,5,444,444,0
20-11-18,308,399,13,70,3,40,409,361,13,87,4,438,438,0
21-11-18,298,359,17,75,4,38,407,311,17,94,5,425,425,0
22-11-18,225,364,13,59,4,32,381,317,13,74,5,388,388,0
23-11-18,275,204,13,44,2,21,404,169,13,55,2,324,404,0
24-11-18,190,346,13,65,6,33,354,296,13,81,8,394,394,0
25-11-18,241,451,12,73,7,43,393,404,12,91,9,456,456,0
26-11-18,278,411.5,47,64.5,5.5,40,401,365.5,47,80.5,7,437.5,437.5,0
27-11-18,315,372,82,56,4,37,409,327,82,70,5,419,419,0
28-11-18,287,441,12,61,2,31,406,403,12,76,2,382,406,0
29-11-18,337,350,9,55,2,25,412,300,9,69,2,347,412,0
30-11-18,272,317,9,55,2,32,404,267,9,69,2,388,404,0
01-12-18,289.5,382,11,58,3,36.5,406,335.5,11,72.5,3.5,416,424,0
02-12-18,307,447,13,61,4,41,408,404,13,76,5,444,444,0
03-12-18,317,536,54,64,7,47,410,419,54,80,9,481,481,0
04-12-18,366,462,10,55,12,47,416,406,10,69,15,481,481,0
05-12-18,306,475,40,61,15,42,408,409,40,76,19,450,450,0
06-12-18,335,396,13,67,12,35,412,357,13,84,15,407,412,0
07-12-18,290,384,16,66,11,39,406,342,16,82,14,432,432,0
08-12-18,305,468,32,68,14,39,408,407,32,85,18,432,432,0
09-12-18,342,415,95,53,13,38,413,381,95,66,16,425,425,0
10-12-18,378,449,57,54,12,38,418,404,57,67,15,425,425,0
11-12-18,377,285,37,39,11,32,418,235,37,49,14,388,418,0
12-12-18,297,125,29,33,8,21,407,117,29,41,10,324,407,0.34
13-12-18,188,127,13,43,7,26,352,118,13,54,9,353,353,0.03
14-12-18,182,138,11,49,8,14,348,126,11,61,10,257,348,0
15-12-18,190,212,13,60,8,25,354,175,13,75,10,347,354,0
16-12-18,230,241,14,58,9,28,385,194,14,72,11,365,385,0
17-12-18,239,286,15,70,9,29,392,236,15,87,11,371,392,0
18-12-18,267,348,11,76,10,29,403,298,11,95,12,371,403,0
19-12-18,298,465,12,76,10,45,407,407,12,95,12,469,469,0
20-12-18,362,485,8,85,7,32,416,410,8,105,9,388,416,0
21-12-18,342,568,31,83,8,34,413,425,31,103,10,400,425,0
22-12-18,445,687,56,74,9,50,427,446,56,92,11,500,500,0
23-12-18,532,692,27,70,8,50,438,446,27,87,10,500,500,0
24-12-18,538,294,7,57,4,22,439,244,7,71,5,330,439,0
25-12-18,320,369,7,66,5,42,410,324,7,82,6,450,450,0
26-12-18,342,456,15,62,9,48,413,405,15,77,11,488,488,0
27-12-18,389,276,7,53,4,49,419,226,7,66,5,494,494,0
28-12-18,317,451,6,66,7,46,410,404,6,82,9,475,475,0
29-12-18,338,467.25,10.75,64.75,6.75,44.5,412.75,407,10.75,80.5,8.75,465.75,465.75,0
30-12-18,359,483.5,15.5,63.5,6.5,43,415.5,410,15.5,79,8.5,456.5,456.5,0
31-12-18,380,499.75,20.25,62.25,6.25,41.5,418.25,413,20.25,77.5,8.25,447.25,447.25,0
01-01-19,401,516,25,61,6,40,421,416,25,76,8,438,438,0
02-01-19,424,394,9,72,5,28,424,355,9,90,6,365,424,0
03-01-19,377,299,9,52,2,33,418,249,9,65,2,394,418,0
04-01-19,336,179,10,42,3,45,412,153,10,52,4,469,469,0
05-01-19,254,178,25,40,2,49,401,152,25,50,2,494,494,0
06-01-19,246,190,9,51,3,25,397,160,9,64,4,347,397,0.9
07-01-19,251,145,9,42,3,17,401,130,9,52,4,300,401,0.06
08-01-19,210,161,7,47,4,30,369,141,7,59,5,377,377,0
09-01-19,212,262,6,59,5,44,371,212,6,74,6,463,463,0
10-01-19,291.6666666666667,313,12.666666666666668,58.333333333333336,5,41.333333333333336,389.6666666666667,268.3333333333333,12.666666666666668,73,6,446.3333333333333,451,0
11-01-19,371.33333333333337,364,19.333333333333336,57.666666666666664,5,38.666666666666664,408.3333333333333,324.6666666666667,19.333333333333336,72,6,429.6666666666667,439,0
12-01-19,451,415,26,57,5,36,427,381,26,71,6,413,427,0
13-01-19,365,121,5,40,3,23,416,114,5,50,4,336,416,0
14-01-19,172,162,5,47,4,23,340,142,5,59,5,336,340,0
15-01-19,200,418,7,59,6,30,362,385,7,74,8,377,385,0
16-01-19,348,542,5,61,6,24,414,420,5,76,8,341,420,0
17-01-19,326.5,530,5.5,67,6,34,411,418,5.5,83.5,8,402,441.5,0
18-01-19,305,518,6,73,6,44,408,416,6,91,8,463,463,0
19-01-19,371,585,66,91,9,28,417,428,66,111,11,365,428,0
20-01-19,423,241,7,46,4,16,424,194,7,57,5,286,424,0
21-01-19,245,56,13,31,2,47,396,56,13,39,2,481,481,14.89
22-01-19,235,70.33333333333333,10.333333333333334,33,2.3333333333333335,44.333333333333336,388.3333333333333,70.33333333333333,10.333333333333334,41.333333333333336,2.6666666666666665,464.6666666666667,464.6666666666667,18.7
23-01-19,225,84.66666666666667,7.666666666666667,35,2.6666666666666665,41.666666666666664,380.6666666666667,84.66666666666667,7.666666666666667,43.666666666666664,3.333333333333333,448.3333333333333,448.3333333333333,0.01
24-01-19,215,99,5,37,3,39,373,99,5,46,4,432,432,1
25-01-19,206.66666666666666,112.66666666666667,6,39,3,34.333333333333336,366.6666666666667,108.33333333333333,6,48.666666666666664,4,403.6666666666667,406,1.19
26-01-19,198.33333333333334,126.33333333333333,7,41,3,29.666666666666664,360.3333333333333,117.66666666666667,7,51.333333333333336,4,375.3333333333333,380,0
27-01-19,190,140,8,43,3,25,354,127,8,54,4,347,354,0
28-01-19,186,191,11,46,5,20,351,161,11,57,6,318,351,0
29-01-19,205,349,15,54,15,21,365,299,15,67,19,324,365,0
30-01-19,278,378,23,39,12,16,405,335,23,49,15,286,405,0
31-01-19,298,189,33,33,11,16,407,159,33,41,14,286,407,0.03
01-02-19,249,218,11,30,3,16,399,179,11,38,4,286,399,0
02-02-19,269,187,12,26,4,27,403,158,12,32,5,359,403,0
03-02-19,221,272,16,58,5,23,378,222,16,72,6,336,378,0
04-02-19,238,741,66,65,16,39,391,455,66,81,20,432,455,0
05-02-19,450,195,16,42,6,12,427,163,16,52,8,228,427,0.02
06-02-19,425.8888888888889,189.88888888888889,18.333333333333332,41.333333333333336,6.888888888888889,12,422.55555555555554,159.66666666666666,18.333333333333332,51.22222222222222,9.111111111,228,422.55555555555554,3.84
07-02-19,401.77777777777777,184.77777777777777,20.666666666666668,40.666666666666664,7.777777777777778,12,418.1111111111111,156.33333333333334,20.666666666666668,50.44444444444444,10.222222222222221,228,418.1111111111111,10.76
08-02-19,377.6666666666667,179.66666666666666,23,40,8.666666666666666,12,413.6666666666667,153,23,49.666666666666664,11.333333333333334,228,413.6666666666667,0.23
09-02-19,353.55555555555554,174.55555555555554,25.333333333333336,39.333333333333336,9.555555555555555,12,409.22222222222223,149.66666666666666,25.333333333333336,48.888888888888886,12.444444444444445,228,409.22222222222223,0
10-02-19,329.44444444444446,169.44444444444446,27.666666666666668,38.666666666666664,10.444444444444445,12,404.77777777777777,146.33333333333334,27.666666666666668,48.111111111111114,13.555555555555555,228,404.77777777777777,0
11-02-19,305.33333333333337,164.33333333333334,30,38,11.333333333333332,12,400.3333333333333,143,30,47.333333333333336,14.666666666666668,228,400.3333333333333,0
12-02-19,281.22222222222223,159.22222222222223,32.333333333333336,37.333333333333336,12.222222222222221,12,395.8888888888889,139.66666666666666,32.333333333333336,46.55555555555556,15.777777777777779,228,395.8888888888889,0
13-02-19,257.1111111111111,154.11111111111111,34.66666666666667,36.666666666666664,13.11111111111111,12,391.44444444444446,136.33333333333334,34.66666666666667,45.77777777777778,16.88888888888889,228,391.44444444444446,0
14-02-19,233,149,37,36,14,12,387,133,37,45,18,228,387,2.5
15-02-19,193,142,6,32,4,13,356,128,6,40,5,243,356,4.9
16-02-19,191,163,11,41,4,15,355,142,11,51,5,271,355,0.08
17-02-19,181,174,16,41,8,15,347,150,16,51,10,271,347,0
18-02-19,188,189,37,46,9,25,352,159,37,57,11,347,352,0.09
19-02-19,194,144,22,36,14,13,357,130,22,45,18,243,357,0.67
20-02-19,179,135,22,34,12,17,346,124,22,42,15,300,346,1.37
21-02-19,153,215,10,35,4,14,326,177,10,44,5,257,326,0.15
22-02-19,169,104,12,34,5,10,338,103,12,42,6,200,338,0
23-02-19,134,130,13,46,7,19,311,120,13,57,9,312,312,0
24-02-19,163,142,31,46,13,14,333,128,31,57,16,257,333,0
25-02-19,186,101,14,32,12,9,351,101,14,40,15,187,351,0
26-02-19,139,111,3,31,8,9,315,108,3,39,10,187,315,2.54
27-02-19,159,137,1,58,8,20,330,125,1,72,10,318,330,0.75
28-02-19,166,163,10,46,8,13,336,142,10,57,10,243,336,0
01-03-19,169,162,12,46,13,13,338,142,12,57,16,243,338,0
02-03-19,186,93,12,30,7,12,351,93,12,38,9,228,351,6.42
03-03-19,147,208,12,41,6,14,321,172,12,51,8,257,321,0.22
04-03-19,189,139,8,36,5,20,353,126,8,45,6,318,353,0.27
05-03-19,148,214,6,41,6,16,322,176,6,51,8,286,322,0
06-03-19,162,323,6,50,7,15,332,273,6,62,9,271,332,0
07-03-19,182,225,8,44,10,15,348,183,8,55,12,271,348,0
08-03-19,197,138,9,34,8,12,359,126,9,42,10,228,359,0
09-03-19,156,179,19,41,7,14,328,153,19,51,9,257,328,0
10-03-19,149,150,25,34,13,22,322,134,25,42,16,330,330,0
11-03-19,166,103,10,29,7,33,336,102,10,36,9,394,394,0.15
12-03-19,136,179,15,35,12,41,313,153,15,44,15,444,444,0.02
13-03-19,178,207,7,29,11,46,345,171,7,36,14,475,475,0
14-03-19,211,109,14,32,9,9,370,106,14,40,11,187,370,1.22
15-03-19,152,111,12,36,6,15,325,108,12,45,8,271,325,0
16-03-19,151,146,14,42,7,28,324,131,14,52,9,365,365,0
17-03-19,171,151,13,47,9,23,339,134,13,59,11,336,339,0
18-03-19,179,195,10,48,9,16,346,163,10,60,11,286,346,0
19-03-19,215,165,23,40,12,21,373,144,23,50,15,324,373,0
20-03-19,191,148,24,25,12,20,355,132,24,31,15,318,355,0.27
21-03-19,345,102,14,29,7,13,413,102,14,36,9,243,413,0.02
22-03-19,90,131,18,30,7,19,200,121,18,38,9,312,312,0
23-03-19,142,113,14,31,10,13,317,109,14,39,12,243,317,0
24-03-19,132,126,9,32,12,15,309,118,9,40,15,271,309,0
25-03-19,151,126,13,37,9,14,324,118,13,46,11,257,324,0.01
26-03-19,144,182,14,44,9,18,319,155,14,55,11,306,319,0
27-03-19,149,344,19,50,13,21,322,294,19,62,16,324,324,0
28-03-19,211,347,9,47,11,18,370,297,9,59,14,306,370,0
29-03-19,256,251,25,41,16,20,402,201,25,51,20,318,402,0
30-03-19,222,139,34,35,10,17,379,126,34,44,12,300,379,0.22
31-03-19,131,127,16,33,7,12,309,118,16,41,9,228,309,0.01
01-04-19,125,181,23,45,11,16,304,154,23,56,14,286,304,0
02-04-19,176,175,16,50,9,18,343,150,16,62,11,306,343,0
03-04-19,160,266,39,57,19,23,331,216,39,71,24,336,336,0
04-04-19,220,362,54,53,26,27,377,315,54,66,32,359,377,0
05-04-19,248,272,31,40,14,16,398,222,31,50,18,286,398,0
06-04-19,193,318,55,27,15,15,356,268,55,34,19,271,356,0
07-04-19,221,250,49,36,13,19,378,200,49,45,16,312,378,0
08-04-19,166,164,37,42,18,17,336,143,37,52,22,300,336,1.23
09-04-19,171,333,37,47,16,25,339,283,37,59,20,347,347,0.16
10-04-19,216,169,35,41,13,17,374,146,35,51,16,300,374,0
11-04-19,167,177,15,39,13,16,336,151,15,49,16,286,336,0
12-04-19,154,149,16,33,13,16,326,133,16,41,16,286,326,0.01
13-04-19,150,122,16,32,10,15,323,115,16,40,12,271,323,0.09
14-04-19,131,149,13,40,9,20,309,133,13,50,11,318,318,0
15-04-19,125,229,23,24,6,21,304,186,23,30,8,324,324,0
16-04-19,134,89,17,23,5,17,311,89,17,29,6,300,311,0.53
17-04-19,80,94,36,33,9,17,166,94,36,41,11,300,300,15.18
18-04-19,120,152,27,43,10,17,300,135,27,54,12,300,300,1.78
19-04-19,158,179,40,58,11,16,329,153,40,72,14,286,329,0
20-04-19,172,240,24,61,9,24,340,193,24,76,11,341,341,0
21-04-19,182,233,54,53,26,27,348,189,54,66,32,359,359,0
22-04-19,206,297,87,62,19,25,366,247,87,77,24,347,366,0
23-04-19,197,225,28,42,9,17,359,183,28,52,11,300,359,0
24-04-19,188,206,36,34,9,22,352,171,36,42,11,330,352,0
25-04-19,172,187,32,56,21,18,340,158,32,70,26,306,340,0
26-04-19,182,203,24,39,10,15,348,169,24,49,12,271,348,0.24
27-04-19,151,169,23,41,11,16,324,146,23,51,14,286,324,0
28-04-19,149,189,26,47,14,19,322,159,26,59,18,312,322,0
29-04-19,162,248,37,51,27,21,332,199,37,64,34,324,332,0
30-04-19,199,252,61,55,22,18,361,202,61,69,28,306,361,0
01-05-19,207,190,44,31,15,22,367,160,44,39,19,330,367,0
02-05-19,164,116,49,33,16,18,334,111,49,41,20,306,334,0.01
03-05-19,146,142,29,41,8,18,320,128,29,51,10,306,320,0.69
04-05-19,149,181,53,38,13,24,322,154,53,48,16,341,341,0.77
05-05-19,175,298,40,66,12,20,342,248,40,82,15,318,342,0
06-05-19,198,331,19,38,9,24,360,281,19,48,11,341,360,0
07-05-19,184,462,26,38,12,23,349,406,26,48,15,336,406,0
08-05-19,324,374,11,35,9,22,411,330,11,44,11,330,411,0
09-05-19,259,284,20,38,8,14,402,234,20,48,10,257,402,0
10-05-19,220,261,32,45,10,17,377,211,32,56,12,300,377,0
11-05-19,214,468,28,40,8,12,372,407,28,50,10,228,407,0
12-05-19,269,349,32,48,18,16,403,299,32,60,22,286,403,0
13-05-19,283,330,22,40,8,16,405,280,22,50,10,286,405,0.09
14-05-19,160,362,60,37,21,15,331,315,60,46,26,271,331,1.69
15-05-19,190,152,24,52,11,16,354,135,24,65,14,286,354,0.17
16-05-19,154,274,20,45,9,16,326,224,20,56,11,286,326,2.96
17-05-19,161,72,11,46,5,16,332,72,11,57,6,286,332,2.93
18-05-19,160.5,107.5,15.5,56.5,6,16,331.5,100.5,15.5,70.5,7.5,286,331.5,1.96
19-05-19,160,143,20,67,7,16,331,129,20,84,9,286,331,0
20-05-19,176,112,23,57,8,21,343,108,23,71,10,324,343,0
21-05-19,151,126,16,56,7,19,324,118,16,70,9,312,324,0
22-05-19,158,174,19,56,10,24,329,150,19,70,12,341,341,0
23-05-19,180,82,11,31,6,20,346,82,11,39,8,318,346,2.92
24-05-19,132,118,12,33,5,15,309,112,12,41,6,271,309,0.03
25-05-19,109,78,19,45,7,16,262,78,19,56,9,286,286,0
26-05-19,126,118,18,53,7,18,305,112,18,66,9,306,306,0
27-05-19,145,155,20,55,9,19,319,137,20,69,11,312,319,0
28-05-19,138,181,22,60,9,23,314,154,22,75,11,336,336,0
29-05-19,156,249,20,56,9,25,328,199,20,70,11,347,347,0
30-05-19,161,312,40,54,10,20,332,262,40,67,12,318,332,0
31-05-19,172,264,44,44,14,19,340,214,44,55,18,312,340,0
01-06-19,187,143,15,26,5,17,352,129,15,32,6,300,352,0
02-06-19,162,237,12,18,4,15,332,191,12,22,5,271,332,0
03-06-19,153,112,30,26,5,23,326,108,30,32,6,336,336,0
04-06-19,136,138,32,30,8,16,313,126,32,38,10,286,313,0
05-06-19,159,198,36,43,9,15,330,165,36,54,11,271,330,0
06-06-19,165,102,33,33,5,16,335,102,33,41,6,286,335,2.01
07-06-19,141,148,57,56,7,19,316,132,57,70,9,312,316,0.24
08-06-19,158,316,67,67,16,23,329,266,67,84,20,336,336,0
09-06-19,202,264,41,66,8,20,363,214,41,82,10,318,363,0
10-06-19,168,562,16,51,8,21,337,424,16,64,10,324,424,0
11-06-19,195,204,16,25,6,18,358,169,16,31,8,306,358,0
12-06-19,147,147,24,36,6,26,321,132,24,45,8,353,353,1.01
13-06-19,145,147,26,43,5,19,319,132,26,54,6,312,319,0
14-06-19,139,249,25,56,9,18,315,199,25,70,11,306,315,0
15-06-19,170,154,15,26,3,16,339,136,15,32,4,286,339,0
16-06-19,116,126,13,45,3,25,286,118,13,56,4,347,347,0.07
17-06-19,123,123,31,41,4,25,303,116,31,51,5,347,347,0.86
18-06-19,102,248,48,44,4,21,239,199,48,55,5,324,324,1.7
19-06-19,184,102,37,34,4,18,349,102,37,42,5,306,349,0
20-06-19,128,131,20,40,4,18,306,121,20,50,5,306,306,0
21-06-19,160,137,40,45,4,21,331,125,40,56,5,324,331,0
22-06-19,156,95,20,18,4,13,328,95,20,22,5,243,328,0
23-06-19,105,67,6,20,3,18,249,67,6,25,4,306,306,0.53
24-06-19,67,85,29,31,3,28,121,85,29,39,4,365,365,3.06
25-06-19,116,130,32,43,4,19,286,120,32,54,5,312,312,0.25
26-06-19,155,190,12,45,4,21,327,160,12,56,5,324,327,0.04
27-06-19,152,198,8,39,3,26,325,165,8,49,4,353,353,0
28-06-19,144,219,8,36,3,16,319,179,8,45,4,286,319,0
29-06-19,149,257,48,36,6,15,322,207,48,45,8,271,322,0
30-06-19,158,149,8,29,4,13,329,133,8,36,5,243,329,0.44
01-07-19,163,181,22,32,4,19,333,154,22,40,5,312,333,0.19
02-07-19,166,82,4,17,3,15,336,82,4,21,4,271,336,0.01
03-07-19,106,75,14,17,3,17,252,75,14,21,4,300,300,1.98
04-07-19,118,102,3,24,3,21,293,102,3,30,4,324,324,0.44
05-07-19,147,66,2,16,4,16,321,66,2,20,5,286,321,15.56
06-07-19,91,79,33,25,4,23,201,79,33,31,5,336,336,1.22
07-07-19,120,111,6,29,3,20,300,108,6,36,4,318,318,6.79
08-07-19,146,100,18,22,3,20,320,100,18,28,4,318,320,1.9
09-07-19,125,337,30,27,3,20,304,287,30,34,4,318,318,14.95
10-07-19,155,341,14,27,3,17,327,291,14,34,4,300,327,7.46
11-07-19,160,377,17,23,3,12,331,334,17,29,4,228,334,5.12
12-07-19,161,330,30,24,3,23,332,280,30,30,4,336,336,0.24
13-07-19,162,207,17,22,3,13,332,171,17,28,4,243,332,1.01
14-07-19,149,102,72,15,3,17,322,102,72,19,4,300,322,1.13
15-07-19,107,77,78,23,3,20,256,77,78,29,4,318,318,27.03
16-07-19,94,73,44,21,3,15,211,73,44,26,4,271,271,17.2
17-07-19,109,82,4,31,3,13,262,82,4,39,4,243,262,10.63
18-07-19,110,142,6,38,3,18,266,128,6,48,4,306,306,3.29
19-07-19,156,96,28,21,4,13,328,96,28,26,5,243,328,0.78
20-07-19,138,90,15,25,4,22,314,90,15,31,5,330,330,2.09
21-07-19,141,108,17,20,3,28,316,106,17,25,4,365,365,7.09
22-07-19,154,149,95,28,4,34,326,133,95,35,5,400,400,1.84
23-07-19,166,164,14,38,3,19,336,143,14,48,4,312,336,4.5
24-07-19,143,69,23,29,2,10,318,69,23,36,2,200,318,8.67
25-07-19,76,52,129,16,2,8,152,52,142,20,2,175,175,10.94
26-07-19,81,50,37,12,2,6,169,50,37,15,2,150,169,12.25
27-07-19,78,46,16,20,3,8,159,46,16,25,4,175,175,14.46
28-07-19,50,56,14,16,3,8,83,56,14,20,4,175,175,3.6
29-07-19,75,67,33,17,3,12,149,67,33,21,4,228,228,0.64
30-07-19,88,62,13,17,3,10,193,62,13,21,4,200,200,0.54
31-07-19,83,68,24,19,3,6,176,68,24,24,4,150,176,0.12
01-08-19,98,71,89,19,3,12,225,71,89,24,4,228,228,0.38
02-08-19,91,71,54,17,3,14,201,71,54,21,4,257,257,14.44
03-08-19,112,82,41,17,3,12,273,82,41,21,4,228,273,3.47
04-08-19,127,81,18,22,3,12,306,81,18,28,4,228,306,7.69
05-08-19,134,56,34,30,2,15,311,56,34,38,2,271,311,6.35
06-08-19,102,80,145,23,3,30,239,80,166,29,4,377,377,37.68
07-08-19,106,66,37,18,3,11,252,66,37,22,4,214,252,11.39
08-08-19,89,56,9,14,3,15,197,56,9,18,4,271,271,0.16
09-08-19,54,45,9,14,3,23,90,45,9,18,4,336,336,1.1
10-08-19,54,65,8,21,3,45,90,65,8,26,4,469,469,1.32
11-08-19,77,129,12,33,3,14,156,120,12,41,4,257,257,0.76
12-08-19,83,65,10,25,2,30,176,65,10,31,2,377,377,0.18
13-08-19,82,61,21,33,3,17,173,61,21,41,4,300,300,4.44
14-08-19,112,62,15,22,3,8,273,62,15,28,4,175,273,7.16
15-08-19,91,49,10,14,3,11,201,49,10,18,4,214,214,12.37
16-08-19,60,26,7,11,2,10,100,26,7,14,2,200,200,5.96
17-08-19,38,39,41,20,3,13,63,39,41,25,4,243,243,7.53
18-08-19,59,109,13,27,2,13,98,106,13,34,2,243,243,18.9
19-08-19,131,120,18,23,3,14,309,114,18,29,4,257,309,3.45
20-08-19,128,135,7,29,2,20,306,124,7,36,2,318,318,0.46
21-08-19,143,136,5,32,3,12,318,124,5,40,4,228,318,0.06
22-08-19,146,141,9,33,3,13,320,128,9,41,4,243,320,0.21
23-08-19,147,166,6,34,3,16,321,144,6,42,4,286,321,1.71
24-08-19,165,64,5,22,3,9,335,64,5,28,4,187,335,0.79
25-08-19,114,66,6,20,3,6,280,66,6,25,4,150,280,8.49
26-08-19,77,108,56,26,4,16,156,106,56,32,5,286,286,0.13
27-08-19,117,81,9,24,4,7,290,81,9,30,5,162,290,0
28-08-19,105,78,7,24,4,8,249,78,7,30,5,175,249,0
29-08-19,109,91,25,27,4,8,262,91,25,34,5,175,262,0.62
30-08-19,122,117,54,46,3,10,302,112,54,57,4,200,302,0.65
31-08-19,142,70,56,20,3,12,317,70,56,25,4,228,317,16.64
01-09-19,86,92,22,24,3,8,186,92,22,30,4,175,186,12.23
02-09-19,135,123,20,28,2,12,312,116,20,35,2,228,312,0.32
03-09-19,163,119,6,25,2,12,333,113,6,31,2,228,333,0.55
04-09-19,152,73,6,15,3,9,325,73,6,19,4,187,325,1.69
05-09-19,99,73,8,15,5,13,228,73,8,19,6,243,243,0.41
06-09-19,105,76,7,19,3,22,249,76,7,24,4,330,330,0.96
07-09-19,104,83,76,18,4,20,245,83,76,22,5,318,318,5.85
08-09-19,108,147,12,22,3,20,259,132,12,28,4,318,318,6.12
09-09-19,149,130,90,28,4,12,322,120,90,35,5,228,322,0.88
10-09-19,158,124,41,31,5,12,329,116,41,39,6,228,329,0.04
11-09-19,164,89,9,17,3,10,334,89,9,21,4,200,334,0
12-09-19,136,63,7,22,3,11,313,63,7,28,4,214,313,0.1
13-09-19,97,63,23,16,3,4,221,63,23,20,4,125,221,0.45
14-09-19,99,65,15,18,3,7,228,65,15,22,4,162,228,0.11
15-09-19,108,112,23,36,4,8,259,108,23,45,5,175,259,0.8
16-09-19,152,125,59,34,3,11,325,117,59,42,4,214,325,0.62
17-09-19,160,73,13,18,3,12,331,73,13,22,4,228,331,1.84
18-09-19,98,51,8,12,2,12,225,51,8,15,2,228,228,0
19-09-19,59,78,25,17,3,17,98,78,25,21,4,300,300,0.02
20-09-19,105,81,19,20,4,15,249,81,19,25,5,271,271,0
21-09-19,116,59,9,18,2,15,286,59,9,22,2,271,286,6.45
