date,pm25,pm10,o3,no2,so2,co,pm25_aqi,pm10_aqi,o3_aqi,no2_aqi,so2_aqi,co_aqi,overall_aqi,PRECTOTCORR
01-01-14,328,308,5,45,22,29,411,258,5,56,28,371,411,0
02-01-14,278,567,4,63,8,44,405,425,4,79,10,463,463,0
03-01-14,340,711,5,34,8,40,413,450,5,42,10,438,450,0
04-01-14,377.3333333333333,655.3333333333334,6.333333333333333,29,7.666666666666667,38.666666666666664,418,440.3333333333333,6.333333333333333,36,9.666666666666666,429.6666666666667,442.6666666666667,0.04
05-01-14,414.6666666666667,599.6666666666666,7.666666666666666,24,7.333333333333333,37.333333333333336,423,430.6666666666667,7.666666666666666,30,9.333333333333334,421.3333333333333,435.3333333333333,0
06-01-14,452,544,9,19,7,36,428,421,9,24,9,413,428,0
07-01-14,401,744,8,22,4,35,421,456,8,28,5,407,456,0
08-01-14,485,651,8,57,10,43,432,439,8,71,12,456,456,0
09-01-14,502,612,7,80,11,35,434,433,7,100,14,407,434,0.01
10-01-14,468,545,8,43,13,32,430,421,8,54,16,388,430,0.03
11-01-14,420.6666666666667,537,9.333333333333334,40,13,30.666666666666668,423.6666666666667,419.6666666666667,9.333333333333334,50,16,380.3333333333333,425.6666666666667,0.77
12-01-14,373.3333333333333,529,10.666666666666666,37,13,29.333333333333332,417.3333333333333,418.3333333333333,10.666666666666666,46,16,372.6666666666667,421.3333333333333,0.01
13-01-14,326,521,12,34,13,28,411,417,12,42,16,365,417,0
14-01-14,373,468,8,20,16,32,417,407,8,25,20,388,417,0
15-01-14,403,554,7,22,8,33,421,422,7,28,10,394,422,0
16-01-14,409,326,5,10,9,31,422,276,5,12,11,382,422,0
17-01-14,377.25,269.25,5.25,9.5,8.25,29.25,417.75,231.75,5.25,11.5,10.25,371.75,417.75,0.72
18-01-14,345.5,212.5,5.5,9,7.5,27.5,413.5,187.5,5.5,11,9.5,361.5,413.5,12.05
19-01-14,313.75,155.75,5.75,8.5,6.75,25.75,409.25,143.25,5.75,10.5,8.75,351.25,409.25,0
20-01-14,282,99,6,8,6,24,405,99,6,10,8,341,405,0.01
21-01-14,181,101,5,7,6,26,347,101,5,9,8,353,353,8.78
22-01-14,179,99,8,18,19,26,346,99,8,22,24,353,353,5.46
23-01-14,178,132,8,13,6,26,345,122,8,16,8,353,353,0.54
24-01-14,184,150,7,10,5,26,349,134,7,12,6,353,353,0
25-01-14,210,237,13,10,6,29,369,191,13,12,8,371,371,0
26-01-14,230,368,15,9,7,27,385,322,15,11,9,359,385,0
27-01-14,252,318,17,18,11,23,401,268,17,22,14,336,401,0
28-01-14,216,266,8,24,9,27,374,216,8,30,11,359,374,0
29-01-14,299,560,9,41,12,34,407,423,9,51,15,400,423,0
30-01-14,364,497,8,28,10,29,416,413,8,35,12,371,416,0
31-01-14,339,414,15,18,13,30,413,380,15,22,16,377,413,0
01-02-14,342,679,8,24,26,40,413,444,8,30,32,438,444,0
02-02-14,425,748,9,54,12,41,424,456,9,67,15,444,456,0
03-02-14,269,562,7,31,18,26,403,424,7,39,22,353,424,0
04-02-14,209,362,8,31,17,23,369,315,8,39,21,336,369,0.01
05-02-14,204,209,5,22,29,17,365,173,5,28,36,300,365,0.01
06-02-14,192,187,6,12,14,10,355,158,6,15,18,200,355,0.02
07-02-14,167,247,5,11,6,11,336,198,5,14,8,214,336,1.59
08-02-14,179,350,9,16,7,13,346,300,9,20,9,243,346,0.66
09-02-14,169,669,10,18,8,17,338,442,10,22,10,300,442,0
10-02-14,214,461,10,19,14,18,372,406,10,24,18,306,406,0
11-02-14,258,439,12,21,9,18,402,402,12,26,11,306,402,0
12-02-14,201,435,12,22,11,13,362,402,12,28,14,243,402,0
13-02-14,225,84,5,15,6,13,381,84,5,19,8,243,381,4.95
14-02-14,171,142,9,22,6,19,339,128,9,28,8,312,339,23.88
15-02-14,175.33333333333334,192.33333333333334,10.666666666666666,21.666666666666668,7,19.666666666666668,342.3333333333333,166.33333333333334,10.666666666666666,27.333333333333332,9,316,342.3333333333333,1.04
16-02-14,179.66666666666666,242.66666666666669,12.333333333333334,21.333333333333332,8,20.333333333333332,345.6666666666667,204.66666666666669,12.333333333333334,26.666666666666668,10,320,345.6666666666667,0
17-02-14,184,293,14,21,9,21,349,243,14,26,11,324,349,0
18-02-14,207,666,8,26,16,34,367,442,8,32,20,400,442,0
19-02-14,385,584,7,29,17,27,419,428,7,36,21,359,428,0
20-02-14,333,918,6,30,7,28,412,486,6,38,9,365,486,0
21-02-14,477,682,5,43,17,14,431,445,5,54,21,257,445,0
22-02-14,378,616.3333333333334,6.666666666666667,39.333333333333336,14.666666666666666,15.333333333333334,402.6666666666667,433.3333333333333,6.666666666666667,49.333333333333336,18,273.3333333333333,433.3333333333333,3.86
23-02-14,279,550.6666666666666,8.333333333333334,35.666666666666664,12.333333333333332,16.666666666666668,374.3333333333333,421.6666666666667,8.333333333333334,44.666666666666664,15,289.6666666666667,421.6666666666667,0
24-02-14,180,485,10,32,10,18,346,410,10,40,12,306,410,0
25-02-14,218,230,10,35,20,12,375,187,10,44,25,228,375,0
26-02-14,214,131,10,23,10,11,372,121,10,29,12,214,372,2.4
27-02-14,136,64,15,17,15,14,313,64,15,21,19,257,313,4.43
28-02-14,123,73,14,14,8,11,303,73,14,18,10,214,303,13.03
01-03-14,135.33333333333334,177,19.666666666666668,16,11.333333333333334,12.666666666666666,312.3333333333333,163.33333333333331,19.666666666666668,20.333333333333332,14,238,316.6666666666667,2.65
02-03-14,147.66666666666666,281,25.333333333333336,18,14.666666666666668,14.333333333333334,321.6666666666667,253.66666666666666,25.333333333333336,22.666666666666668,18,262,330.3333333333333,0
03-03-14,160,385,31,20,18,16,331,344,31,25,22,286,344,0.01
04-03-14,195,527,33,19,14,12,358,418,33,24,18,228,418,0
05-03-14,182,462,34,18,9,14,348,406,34,22,11,257,406,0.02
06-03-14,166,490,37,18,9,12,336,411,37,22,11,228,411,2.12
07-03-14,171,434,32,17,9,12,339,402,32,21,11,228,402,0
08-03-14,170,500,30,19,9,16,339,413,30,24,11,286,413,0
09-03-14,205,113,21,18,19,11,365,109,21,22,24,214,365,0
10-03-14,120,100,29,28,15,7,300,100,29,35,19,162,300,2.39
11-03-14,110,84,16,35,18,7,266,84,16,44,22,162,266,0.44
12-03-14,127,268,27,35,10,18,306,218,27,44,12,306,306,7.93
13-03-14,145,712,29,49,9,22,319,450,29,61,11,330,450,0
14-03-14,182,716,32,50,10,19,348,451,32,62,12,312,451,0
15-03-14,199,790,3,28,11,22,361,464,3,35,14,330,464,0
16-03-14,188.33333333333334,649,9.333333333333332,25.666666666666668,9.666666666666666,17,352.6666666666667,416.3333333333333,9.333333333333332,32,12.333333333333334,274,421.3333333333333,0
17-03-14,177.66666666666666,508,15.666666666666666,23.333333333333332,8.333333333333334,12,344.3333333333333,368.6666666666667,15.666666666666666,29,10.666666666666666,218,378.6666666666667,0.43
18-03-14,167,367,22,21,7,7,336,321,22,26,9,162,336,0.92
19-03-14,149,457,24,29,9,9,322,406,24,36,11,187,406,0
20-03-14,177,250,48,38,27,15,344,200,48,48,34,271,344,0
21-03-14,189,212,18,45,14,12,353,175,18,56,18,228,353,0
22-03-14,182,471,16,39,31,11,348,408,16,49,39,214,408,0.01
23-03-14,259,214,14,27,19,12,402,176,14,34,24,228,402,0.76
24-03-14,165,277,32,26,30,13,335,227,32,32,38,243,335,0.81
25-03-14,185,424,20,28,27,13,350,392,20,35,34,243,392,0.84
26-03-14,191,388,15,27,18,12,355,347,15,34,22,228,355,0.11
27-03-14,190,519,12,94,17,14,354,416,12,114,21,257,416,1.33
28-03-14,228,580,8,13,9,15,383,427,8,16,11,271,427,0.6
29-03-14,174,440,21,12,5,8,342,403,21,15,6,175,403,0.65
30-03-14,140,496,18,14,5,8,316,412,18,18,6,175,412,0
31-03-14,154,304,17,17,7,8,326,254,17,21,9,175,326,0
01-04-14,166,294,48,22,15,8,336,244,48,28,19,175,336,0
02-04-14,194,465,16,27,9,11,357,407,16,34,11,214,407,0.43
03-04-14,176,490,18,19,8,8,343,411,18,24,10,175,411,0.17
04-04-14,149,349,11,15,9,9,322,299,11,19,11,187,322,0
05-04-14,165,304,6,30,17,18,335,254,6,38,21,306,335,0
06-04-14,369,255,13,14,13,7,417,205,13,18,16,162,417,0.04
07-04-14,147,338,13,17,10,8,321,288,13,21,12,175,321,0.3
08-04-14,162,396,24,22,6,9,332,357,24,28,8,187,357,0
09-04-14,164.33333333333334,430.6666666666667,17.666666666666668,22,23,12,334,375.6666666666667,17.666666666666668,28,29,226.66666666666666,375.6666666666667,0
10-04-14,166.66666666666666,465.3333333333333,11.333333333333334,22,40,15,336,394.3333333333333,11.333333333333334,28,50,266.3333333333333,394.3333333333333,0
11-04-14,169,500,5,22,57,18,338,413,5,28,71,306,413,0
12-04-14,314,376,22,13,23,8,409,332,22,16,29,175,409,0
13-04-14,185,206,19,19,19,10,350,171,19,24,24,200,350,0.44
14-04-14,172,452,26,28,42,21,340,405,26,35,52,324,405,0.08
15-04-14,284,309,49,22,25,13,405,259,49,28,31,243,405,0
16-04-14,243,298,14,23,16,11,395,248,14,29,20,214,395,1.24
17-04-14,214,128,13,15,10,10,372,119,13,19,12,200,372,2.56
18-04-14,136,260,18,18,12,9,313,210,18,22,15,187,313,3.69
19-04-14,151.66666666666666,311.6666666666667,17,30.666666666666664,16,9.333333333333334,325,267,17,38,20,191.33333333333334,335.6666666666667,1.49
20-04-14,167.33333333333334,363.3333333333333,16,43.33333333333333,20,9.666666666666666,337,324,16,54,25,195.66666666666666,358.3333333333333,0.4
21-04-14,183,415,15,56,24,10,349,381,15,70,30,200,381,0
22-04-14,198,499,10,70,8,12,360,413,10,87,10,228,413,0
23-04-14,195,436,12,76,7,5,358,402,12,95,9,137,402,0
24-04-14,281,558,23,68,19,14,405,423,23,85,24,257,423,0
25-04-14,253,567,4,51,25,12,401,425,4,64,31,228,425,0
26-04-14,221.66666666666666,542.6666666666666,14.333333333333334,46.666666666666664,18.666666666666668,12.666666666666666,377.3333333333333,420.6666666666667,14.333333333333334,58.666666666666664,23.333333333333332,237.66666666666666,420.6666666666667,0
27-04-14,190.33333333333334,518.3333333333334,24.666666666666668,42.333333333333336,12.333333333333334,13.333333333333334,353.6666666666667,416.3333333333333,24.666666666666668,53.333333333333336,15.666666666666666,247.33333333333334,416.3333333333333,0.1
28-04-14,159,494,35,38,6,14,330,412,35,48,8,257,412,0
29-04-14,192,718,24,53,23,19,355,451,24,66,29,312,451,0
30-04-14,358,674,30,42,3,6,415,443,30,52,4,150,443,0
01-05-14,342.6923076923077,651.3846153846154,29.384615384615383,40.07692307692308,3.5384615384615383,6.153846153846154,408.46153846153845,434.84615384615387,29.384615384615383,49.61538461538461,4.615384615384615,151.92307692307693,434.84615384615387,0
02-05-14,327.38461538461536,628.7692307692307,28.76923076923077,38.15384615384615,4.076923076923077,6.3076923076923075,401.9230769230769,426.6923076923077,28.76923076923077,47.23076923076923,5.230769230769231,153.84615384615384,426.6923076923077,0.21
03-05-14,312.0769230769231,606.1538461538462,28.153846153846153,36.23076923076923,4.615384615384615,6.461538461538462,395.38461538461536,418.53846153846155,28.153846153846153,44.84615384615385,5.846153846153847,155.76923076923077,418.53846153846155,1
04-05-14,296.7692307692308,583.5384615384615,27.53846153846154,34.30769230769231,5.153846153846153,6.615384615384615,388.84615384615387,410.38461538461536,27.53846153846154,42.46153846153846,6.461538461538462,157.69230769230768,410.38461538461536,0
05-05-14,281.46153846153845,560.9230769230769,26.923076923076923,32.38461538461539,5.692307692307692,6.769230769230769,382.3076923076923,402.2307692307692,26.923076923076923,40.07692307692308,7.076923076923077,159.6153846153846,402.2307692307692,8.04
06-05-14,266.15384615384613,538.3076923076923,26.307692307692307,30.46153846153846,6.230769230769231,6.923076923076923,375.7692307692308,394.0769230769231,26.307692307692307,37.69230769230769,7.6923076923076925,161.53846153846155,394.0769230769231,0.92
07-05-14,250.84615384615384,515.6923076923076,25.692307692307693,28.53846153846154,6.769230769230769,7.076923076923077,369.2307692307692,385.9230769230769,25.692307692307693,35.30769230769231,8.307692307692308,163.46153846153845,385.9230769230769,0.45
08-05-14,235.53846153846155,493.0769230769231,25.076923076923077,26.615384615384613,7.3076923076923075,7.230769230769231,362.6923076923077,377.7692307692308,25.076923076923077,32.92307692307692,8.923076923076923,165.3846153846154,377.7692307692308,0
09-05-14,220.23076923076923,470.46153846153845,24.46153846153846,24.692307692307693,7.846153846153846,7.384615384615385,356.15384615384613,369.61538461538464,24.46153846153846,30.53846153846154,9.538461538461538,167.30769230769232,369.61538461538464,3.54
10-05-14,204.9230769230769,447.8461538461538,23.846153846153847,22.76923076923077,8.384615384615383,7.538461538461538,349.61538461538464,361.46153846153845,23.846153846153847,28.153846153846153,10.153846153846153,169.23076923076923,361.46153846153845,0
11-05-14,189.6153846153846,425.2307692307692,23.23076923076923,20.846153846153847,8.923076923076923,7.6923076923076925,343.0769230769231,353.3076923076923,23.23076923076923,25.76923076923077,10.76923076923077,171.15384615384616,353.3076923076923,0.31
12-05-14,174.3076923076923,402.6153846153846,22.615384615384613,18.923076923076923,9.461538461538462,7.846153846153847,336.53846153846155,345.1538461538462,22.615384615384613,23.384615384615387,11.384615384615385,173.07692307692307,345.1538461538462,7.4
13-05-14,159,380,22,17,10,8,330,337,22,21,12,175,337,0.42
14-05-14,159,551,28,76,9,10,330,422,28,95,11,200,422,2.47
15-05-14,202,417,28,57,10,10,363,384,28,71,12,200,384,0
16-05-14,196,434,25,61,19,13,359,402,25,76,24,243,402,0
17-05-14,251,531,8,60,19,14,401,418,8,75,24,257,418,0.01
18-05-14,229,404,25,29,4,7,384,367,25,36,5,162,384,0
19-05-14,149,329,31,45,7,9,322,279,31,56,9,187,322,0
20-05-14,161,367,29,50,9,11,332,321,29,62,11,214,332,0
21-05-14,177,405,27,56,12,9,344,369,27,70,15,187,369,0
22-05-14,183,547,12,59,9,7,349,421,12,74,11,162,421,0
23-05-14,163,214,31,39,11,6,333,176,31,49,14,150,333,1.17
24-05-14,172,307.25,24,50.5,11.25,9.5,340,239,24,63,14.25,192,356.75,0.15
25-05-14,181,400.5,17,62,11.5,13,347,302,17,77,14.5,234,380.5,5.57
26-05-14,190,493.75,10,73.5,11.75,16.5,354,365,10,91,14.75,276,404.25,8.56
27-05-14,199,587,3,85,12,20,361,428,3,105,15,318,428,0.07
28-05-14,310,555,26,73,10,13,409,423,26,91,12,243,423,0
29-05-14,273,625,7,53,8,10,404,435,7,66,10,200,435,0
30-05-14,251,419,6,43,1,7,401,386,6,54,1,162,401,0
31-05-14,239,424,2,26,4,4,392,392,2,32,5,125,392,0.4
01-06-14,174,567,9,66,5,16,342,425,9,82,6,286,425,2.13
02-06-14,255,595,20,55,5,9,402,430,20,69,6,187,430,0
03-06-14,231,716,4,74,5,15,385,451,4,92,6,271,451,0
04-06-14,370,564,25,62,9,9,417,424,25,77,11,187,424,0
05-06-14,185,534,22,50,5,13,350,419,22,62,6,243,419,0
06-06-14,194,658,21,48,10,9,357,441,21,60,12,187,441,0
07-06-14,224,263,7,36,7,7,380,213,7,45,9,162,380,0
08-06-14,178,633,11,70,17,16,345,436,11,87,21,286,436,0
09-06-14,267,683,36,46,9,12,403,445,36,57,11,228,445,0
10-06-14,244.66666666666666,585.6666666666666,25.666666666666664,37,6.333333333333334,11,389.3333333333333,413.6666666666667,25.666666666666664,46,7.666666666666666,214.33333333333334,417.3333333333333,0
11-06-14,222.33333333333334,488.33333333333337,15.333333333333332,28,3.666666666666667,10,375.6666666666667,382.3333333333333,15.333333333333332,35,4.333333333333333,200.66666666666666,389.6666666666667,0
12-06-14,200,391,5,19,1,9,362,351,5,24,1,187,362,0.37
13-06-14,194,421.25,5.25,17.75,2,9.25,357.25,367,5.25,22.5,2.25,190.25,375.25,2.84
14-06-14,188,451.5,5.5,16.5,3,9.5,352.5,383,5.5,21,3.5,193.5,388.5,0.55
15-06-14,182,481.75,5.75,15.25,4,9.75,347.75,399,5.75,19.5,4.75,196.75,401.75,1.8
16-06-14,176,512,6,14,5,10,343,415,6,18,6,200,415,0.03
17-06-14,182,154,5,20,11,8,348,136,5,25,14,175,348,0.84
18-06-14,181.14285714285714,159,5.071428571428571,20.428571428571427,10.857142857142858,9,347.35714285714283,139.35714285714286,5.071428571428571,25.5,13.785714285714286,186.07142857142858,347.35714285714283,0.96
19-06-14,180.28571428571428,164,5.142857142857143,20.857142857142858,10.714285714285714,10,346.7142857142857,142.71428571428572,5.142857142857143,26,13.571428571428571,197.14285714285714,346.7142857142857,1.56
20-06-14,179.42857142857142,169,5.214285714285714,21.285714285714285,10.571428571428571,11,346.07142857142856,146.07142857142858,5.214285714285714,26.5,13.357142857142858,208.21428571428572,346.07142857142856,0.02
21-06-14,178.57142857142858,174,5.285714285714286,21.714285714285715,10.428571428571429,12,345.42857142857144,149.42857142857142,5.285714285714286,27,13.142857142857142,219.28571428571428,345.42857142857144,0.25
22-06-14,177.71428571428572,179,5.357142857142857,22.142857142857142,10.285714285714286,13,344.7857142857143,152.78571428571428,5.357142857142857,27.5,12.928571428571429,230.35714285714286,344.7857142857143,0.91
23-06-14,176.85714285714286,184,5.428571428571429,22.57142857142857,10.142857142857142,14,344.14285714285717,156.14285714285714,5.428571428571429,28,12.714285714285715,241.42857142857144,344.14285714285717,3.49
24-06-14,176,189,5.5,23,10,15,343.5,159.5,5.5,28.5,12.5,252.5,343.5,0.17
25-06-14,175.14285714285714,194,5.571428571428571,23.428571428571427,9.857142857142858,16,342.85714285714283,162.85714285714286,5.571428571428571,29,12.285714285714286,263.57142857142856,342.85714285714283,10.27
26-06-14,174.28571428571428,199,5.642857142857142,23.857142857142858,9.714285714285715,17,342.2142857142857,166.21428571428572,5.642857142857142,29.5,12.071428571428571,274.6428571428571,342.2142857142857,5.97
27-06-14,173.42857142857142,204,5.714285714285714,24.285714285714285,9.571428571428571,18,341.57142857142856,169.57142857142856,5.714285714285714,30,11.857142857142858,285.7142857142857,341.57142857142856,0.06
28-06-14,172.57142857142858,209,5.785714285714286,24.714285714285715,9.428571428571429,19,340.92857142857144,172.92857142857144,5.785714285714286,30.5,11.642857142857142,296.7857142857143,340.92857142857144,0.02
29-06-14,171.71428571428572,214,5.857142857142857,25.142857142857142,9.285714285714286,20,340.2857142857143,176.28571428571428,5.857142857142857,31,11.428571428571429,307.8571428571429,340.2857142857143,5.17
30-06-14,170.85714285714286,219,5.928571428571429,25.57142857142857,9.142857142857142,21,339.64285714285717,179.64285714285714,5.928571428571429,31.5,11.214285714285715,318.92857142857144,339.64285714285717,2.24
01-07-14,170,224,6,26,9,22,339,183,6,32,11,330,339,0.68
02-07-14,174,238,220,27,6,14,342,192,303,34,8,257,342,6.13
03-07-14,217,546,12,25,6,12,375,421,12,31,8,228,421,5.92
04-07-14,203,441,11,33,3,13,364,403,11,41,4,243,403,3.9
05-07-14,200,380,11,26,3,10,362,337,11,32,4,200,362,0.03
06-07-14,206,333,8,22,13,9,366,283,8,28,16,187,366,0.92
07-07-14,202,383,9,28,2,14,363,341,9,35,2,257,363,0.15
08-07-14,187,588,29,24,2,9,352,428,29,30,2,187,428,0.2
09-07-14,221,627,32,15,3,5,378,435,32,19,4,137,435,0.63
10-07-14,200,480,13,24,3,6,362,410,13,30,4,150,410,0.01
11-07-14,187,282,117,16,9,8,352,232,125,20,11,175,352,0
12-07-14,211,144,12,13,2,7,370,130,12,16,2,162,370,0.21
13-07-14,186,108,8,15,12,10,351,106,8,19,15,200,351,9.85
14-07-14,165,126,11,3,2,7,335,118,11,4,2,162,335,13.69
15-07-14,121.5,118.5,25.5,10.5,3,6.5,247,113,25.5,13,3.5,156,247,0.42
16-07-14,78,111,40,18,4,6,159,108,40,22,5,150,159,0.37
17-07-14,120,40,26,18,7,16,300,40,26,22,9,286,300,31.72
18-07-14,120.16666666666667,50.333333333333336,46.83333333333333,17.166666666666668,6.666666666666667,15.833333333333334,300.1666666666667,50.333333333333336,50.83333333333333,21,8.5,283.5,300.1666666666667,21.99
19-07-14,120.33333333333333,60.66666666666667,67.66666666666666,16.333333333333332,6.333333333333333,15.666666666666666,300.3333333333333,60.66666666666667,75.66666666666666,20,8,281,300.3333333333333,6.92
20-07-14,120.5,71,88.5,15.5,6,15.5,300.5,71,100.5,19,7.5,278.5,300.5,3.55
21-07-14,120.66666666666667,81.33333333333334,109.33333333333333,14.666666666666666,5.666666666666667,15.333333333333334,300.6666666666667,81.33333333333334,125.33333333333333,18,7,276,300.6666666666667,0.02
22-07-14,120.83333333333333,91.66666666666667,130.16666666666666,13.833333333333332,5.333333333333334,15.166666666666666,300.8333333333333,91.66666666666667,150.16666666666666,17,6.5,273.5,300.8333333333333,3.56
23-07-14,121,102,151,13,5,15,301,102,175,16,6,271,301,0
24-07-14,130,193,14,10,4,13,308,162,14,12,5,243,308,0.53
25-07-14,132.67857142857142,206.07142857142858,13.785714285714286,11.535714285714286,4.178571428571429,13.035714285714286,310.0357142857143,171.32142857142858,13.785714285714286,13.928571428571429,5.214285714285714,243.5,312.10714285714283,0.29
26-07-14,135.35714285714286,219.14285714285714,13.571428571428571,13.071428571428571,4.357142857142857,13.071428571428571,312.07142857142856,180.64285714285714,13.571428571428571,15.857142857142858,5.428571428571429,244,316.2142857142857,0.47
27-07-14,138.03571428571428,232.21428571428572,13.357142857142858,14.607142857142858,4.535714285714286,13.107142857142858,314.10714285714283,189.96428571428572,13.357142857142858,17.785714285714285,5.642857142857142,244.5,320.32142857142856,4.38
28-07-14,140.71428571428572,245.28571428571428,13.142857142857142,16.142857142857142,4.714285714285714,13.142857142857142,316.14285714285717,199.28571428571428,13.142857142857142,19.714285714285715,5.857142857142857,245,324.42857142857144,2.78
29-07-14,143.39285714285714,258.3571428571429,12.928571428571429,17.67857142857143,4.892857142857143,13.178571428571429,318.17857142857144,208.60714285714286,12.928571428571429,21.642857142857142,6.071428571428571,245.5,328.5357142857143,0.61
30-07-14,146.07142857142856,271.42857142857144,12.714285714285715,19.214285714285715,5.071428571428571,13.214285714285714,320.2142857142857,217.92857142857144,12.714285714285715,23.57142857142857,6.285714285714286,246,332.6428571428571,0.06
31-07-14,148.75,284.5,12.5,20.75,5.25,13.25,322.25,227.25,12.5,25.5,6.5,246.5,336.75,0.43
01-08-14,151.42857142857142,297.57142857142856,12.285714285714286,22.285714285714285,5.428571428571429,13.285714285714286,324.2857142857143,236.57142857142856,12.285714285714286,27.42857142857143,6.714285714285714,247,340.85714285714283,0.88
02-08-14,154.10714285714286,310.6428571428571,12.071428571428571,23.821428571428573,5.607142857142858,13.321428571428571,326.32142857142856,245.89285714285714,12.071428571428571,29.357142857142858,6.928571428571429,247.5,344.9642857142857,25.72
03-08-14,156.78571428571428,323.7142857142857,11.857142857142858,25.357142857142858,5.785714285714286,13.357142857142858,328.35714285714283,255.21428571428572,11.857142857142858,31.285714285714285,7.142857142857142,248,349.07142857142856,15.15
04-08-14,159.46428571428572,336.7857142857143,11.642857142857142,26.892857142857142,5.964285714285714,13.392857142857142,330.39285714285717,264.5357142857143,11.642857142857142,33.214285714285715,7.357142857142858,248.5,353.17857142857144,5.45
05-08-14,162.14285714285714,349.8571428571429,11.428571428571429,28.42857142857143,6.142857142857142,13.428571428571429,332.42857142857144,273.8571428571429,11.428571428571429,35.14285714285714,7.571428571428571,249,357.2857142857143,7.65
06-08-14,164.82142857142856,362.92857142857144,11.214285714285715,29.964285714285715,6.321428571428571,13.464285714285714,334.4642857142857,283.17857142857144,11.214285714285715,37.07142857142857,7.785714285714286,249.5,361.3928571428571,2.47
07-08-14,167.5,376,11,31.5,6.5,13.5,336.5,292.5,11,39,8,250,365.5,0.88
08-08-14,170.17857142857142,389.07142857142856,10.785714285714286,33.03571428571429,6.678571428571429,13.535714285714286,338.5357142857143,301.82142857142856,10.785714285714286,40.92857142857143,8.214285714285714,250.5,369.60714285714283,1.47
09-08-14,172.85714285714286,402.1428571428571,10.571428571428571,34.57142857142857,6.857142857142858,13.571428571428571,340.57142857142856,311.1428571428571,10.571428571428571,42.85714285714286,8.428571428571429,251,373.7142857142857,2.17
10-08-14,175.53571428571428,415.2142857142857,10.357142857142858,36.10714285714286,7.035714285714286,13.607142857142858,342.60714285714283,320.4642857142857,10.357142857142858,44.785714285714285,8.642857142857142,251.5,377.82142857142856,35.37
11-08-14,178.21428571428572,428.2857142857143,10.142857142857142,37.642857142857146,7.214285714285714,13.642857142857142,344.6428571428571,329.7857142857143,10.142857142857142,46.714285714285715,8.857142857142858,252,381.92857142857144,26.33
12-08-14,180.89285714285714,441.3571428571429,9.928571428571429,39.17857142857143,7.392857142857142,13.678571428571429,346.67857142857144,339.1071428571429,9.928571428571429,48.642857142857146,9.071428571428571,252.5,386.0357142857143,1.9
13-08-14,183.57142857142856,454.42857142857144,9.714285714285715,40.714285714285715,7.571428571428571,13.714285714285714,348.7142857142857,348.42857142857144,9.714285714285715,50.57142857142857,9.285714285714285,253,390.1428571428571,0.47
14-08-14,186.25,467.5,9.5,42.25,7.75,13.75,350.75,357.75,9.5,52.5,9.5,253.5,394.25,3.49
15-08-14,188.92857142857142,480.57142857142856,9.285714285714285,43.785714285714285,7.928571428571429,13.785714285714286,352.7857142857143,367.07142857142856,9.285714285714285,54.42857142857143,9.714285714285715,254,398.35714285714283,5.52
16-08-14,191.60714285714286,493.6428571428571,9.071428571428573,45.32142857142858,8.107142857142858,13.821428571428571,354.82142857142856,376.3928571428571,9.071428571428573,56.35714285714286,9.928571428571427,254.5,402.4642857142857,1.88
17-08-14,194.28571428571428,506.7142857142857,8.857142857142858,46.85714285714286,8.285714285714285,13.857142857142858,356.85714285714283,385.7142857142857,8.857142857142858,58.285714285714285,10.142857142857142,255,406.57142857142856,0.01
18-08-14,196.96428571428572,519.7857142857142,8.642857142857142,48.392857142857146,8.464285714285715,13.892857142857142,358.8928571428571,395.0357142857143,8.642857142857142,60.214285714285715,10.357142857142858,255.5,410.67857142857144,0
19-08-14,199.64285714285714,532.8571428571429,8.428571428571429,49.92857142857143,8.642857142857142,13.928571428571429,360.92857142857144,404.3571428571429,8.428571428571429,62.142857142857146,10.571428571428571,256,414.7857142857143,0.21
20-08-14,202.32142857142856,545.9285714285714,8.214285714285715,51.464285714285715,8.821428571428571,13.964285714285714,362.9642857142857,413.67857142857144,8.214285714285715,64.07142857142857,10.785714285714285,256.5,418.8928571428571,0
21-08-14,205,559,8,53,9,14,365,423,8,66,11,257,423,0
22-08-14,199.2,530.2,8,50,8.6,14,360.6,414.6,8,62.4,10.6,257,414.6,0
23-08-14,193.4,501.4,8,47,8.2,14,356.2,406.2,8,58.8,10.2,257,406.2,0
24-08-14,187.6,472.6,8,44,7.8,14,351.8,397.8,8,55.2,9.8,257,397.8,0
25-08-14,181.8,443.8,8,41,7.4,14,347.4,389.4,8,51.6,9.4,257,389.4,0
26-08-14,176,415,8,38,7,14,343,381,8,48,9,257,381,0.01
27-08-14,181,322,9,61,6,18,347,272,9,76,8,306,347,0.05
28-08-14,216,290,11,53,7,14,374,240,11,66,9,257,374,4.96
29-08-14,202.75,240.5,20,46,7,13.75,363.75,203,20,57.25,9,253.5,363.75,6.1
30-08-14,189.5,191,29,39,7,13.5,353.5,166,29,48.5,9,250,353.5,2.23
31-08-14,176.25,141.5,38,32,7,13.25,343.25,129,38,39.75,9,246.5,343.25,20.13
01-09-14,163,92,47,25,7,13,333,92,47,31,9,243,333,4.85
02-09-14,97,103,8,16,5,10,221,102,8,20,6,200,221,1.65
03-09-14,100,72,6,26,7,15,232,72,6,32,9,271,271,4.47
04-09-14,110,63,16,26,7,18,266,63,16,32,9,306,306,10.06
05-09-14,124,215,71,37,8,15,303,177,71,46,10,271,303,15.31
